"","player_id","year","bp_faced","bp_saved"
"13310",111806,"2023",NA,NA
"13311",111815,"2019",124,89
"13312",111815,"2024",NA,NA
"13313",111815,"2017",35,17
"13314",111815,"2021",187,98
"13315",111815,"2019",212,120
"13316",111815,"2020",127,67
"13317",111815,"2023",207,124
"13318",111815,"2023",229,160
"13319",111815,"2018",175,104
"13320",111815,"2017",7,4
"13321",111815,"2024",103,68
"13322",111815,"2018",102,80
"13323",111815,"2022",NA,NA
"13324",111815,"2021",245,163
"13325",111815,"2020",72,52
"13326",117352,"2016",6,3
"13327",117353,"2017",8,4
"13328",117353,"2019",3,2
"13329",117353,"2019",12,5
"13330",117356,"2022",NA,NA
"13331",117356,"2016",34,16
"13332",117356,"2020",18,7
"13333",117356,"2015",NA,NA
"13334",117356,"2016",8,2
"13335",117356,"2022",4,2
"13336",117356,"2017",15,11
"13337",117356,"2018",21,8
"13338",117356,"2019",NA,NA
"13339",117356,"2024",NA,NA
"13340",117356,"2021",21,14
"13341",117356,"2021",1,0
"13342",117356,"2023",9,5
"13343",117356,"2017",41,26
"13344",117356,"2023",NA,NA
"13345",117356,"2020",5,4
"13346",117357,"2014",8,3
"13347",117357,"2017",12,6
"13348",117357,"2016",8,5
"13349",117357,"2024",7,4
"13350",117357,"2016",12,7
"13351",117358,"2021",6,4
"13352",117358,"2021",5,5
"13353",117360,"2019",5,4
"13354",117360,"2017",24,15
"13355",117360,"2023",7,3
"13356",117360,"2024",25,14
"13357",117360,"2021",9,5
"13358",117360,"2019",30,17
"13359",117360,"2023",2,2
"13360",117360,"2021",62,34
"13361",117360,"2020",58,33
"13362",117360,"2020",22,15
"13363",117361,"2017",28,12
"13364",117361,"2017",2,1
"13365",117361,"2016",12,6
"13366",117365,"2017",37,19
"13367",117365,"2022",15,8
"13368",117365,"2024",11,7
"13369",117365,"2023",NA,NA
"13370",117365,"2022",7,5
"13371",117365,"2014",NA,NA
"13372",117365,"2013",NA,NA
"13373",118053,"2014",NA,NA
"13374",118591,"2014",NA,NA
"13375",118591,"2015",NA,NA
"13376",118808,"2024",1,0
"13377",118808,"2024",8,4
"13378",118808,"2023",NA,NA
"13379",119506,"2013",NA,NA
"13380",119511,"2013",NA,NA
"13381",120270,"2021",7,3
"13382",120401,"2016",7,4
"13383",120401,"2016",7,7
"13384",120401,"2015",NA,NA
"13385",120424,"2017",6,3
"13386",120424,"2018",82,47
"13387",120424,"2020",1,0
"13388",120424,"2016",6,1
"13389",120424,"2017",10,6
"13390",120424,"2018",40,28
"13391",120424,"2019",61,36
"13392",120424,"2019",21,12
"13393",120792,"2015",NA,NA
"13394",120792,"2017",NA,NA
"13395",120792,"2018",7,4
"13396",120798,"2016",7,4
"13397",120798,"2016",18,15
"13398",121331,"2015",NA,NA
"13399",121366,"2016",12,8
"13400",121411,"2024",4,4
"13401",121411,"2018",NA,NA
"13402",121411,"2024",10,5
"13403",121411,"2023",NA,NA
"13404",121531,"2021",10,6
"13405",121531,"2021",15,7
"13406",121531,"2019",2,1
"13407",121648,"2013",NA,NA
"13408",121896,"2016",8,4
"13409",121896,"2019",6,4
"13410",121896,"2015",NA,NA
"13411",121908,"2015",NA,NA
"13412",121908,"2013",NA,NA
"13413",121971,"2015",NA,NA
"13414",122047,"2013",NA,NA
"13415",122047,"2014",NA,NA
"13416",122047,"2017",10,3
"13417",122078,"2018",15,9
"13418",122078,"2022",NA,NA
"13419",122078,"2017",6,4
"13420",122078,"2020",13,8
"13421",122078,"2021",6,1
"13422",122078,"2018",22,16
"13423",122078,"2017",NA,NA
"13424",122078,"2024",19,10
"13425",122082,"2016",13,8
"13426",122109,"2022",6,4
"13427",122109,"2021",8,3
"13428",122109,"2016",16,10
"13429",122109,"2018",25,15
"13430",122109,"2017",33,19
"13431",122109,"2014",NA,NA
"13432",122109,"2022",8,4
"13433",122109,"2020",9,5
"13434",122109,"2019",NA,NA
"13435",122236,"2018",6,1
"13436",122260,"2013",NA,NA
"13437",122261,"2013",NA,NA
"13438",122279,"2013",5,0
"13439",122298,"2019",5,1
"13440",122298,"2021",95,64
"13441",122298,"2022",NA,NA
"13442",122298,"2023",229,132
"13443",122298,"2024",109,76
"13444",122298,"2021",102,62
"13445",122298,"2024",223,123
"13446",122298,"2023",159,111
"13447",122321,"2015",NA,NA
"13448",122330,"2020",84,61
"13449",122330,"2022",NA,NA
"13450",122330,"2021",175,136
"13451",122330,"2016",20,14
"13452",122330,"2018",25,9
"13453",122330,"2017",29,12
"13454",122330,"2017",12,8
"13455",122330,"2021",NA,NA
"13456",122330,"2016",18,9
"13457",122330,"2024",NA,NA
"13458",122330,"2019",115,63
"13459",122330,"2023",NA,NA
"13460",122330,"2024",157,109
"13461",122330,"2018",10,8
"13462",122330,"2020",127,72
"13463",122330,"2019",93,57
"13464",122471,"2016",5,1
"13465",122513,"2015",NA,NA
"13466",122533,"2020",NA,NA
"13467",122533,"2016",7,4
"13468",122533,"2017",12,6
"13469",122533,"2016",19,8
"13470",122533,"2023",NA,NA
"13471",122533,"2024",14,10
"13472",122548,"2015",NA,NA
"13473",122548,"2021",4,2
"13474",122548,"2019",NA,NA
"13475",122548,"2023",NA,NA
"13476",122548,"2021",8,4
"13477",122548,"2022",NA,NA
"13478",122548,"2020",4,2
"13479",122548,"2018",1,0
"13480",122548,"2022",3,3
"13481",122548,"2016",11,7
"13482",122548,"2018",12,4
"13483",122548,"2017",5,2
"13484",122554,"2024",6,5
"13485",122554,"2024",12,9
"13486",122570,"2021",10,6
"13487",122570,"2018",10,6
"13488",122570,"2016",13,7
"13489",122570,"2017",13,9
"13490",122635,"2017",7,3
"13491",122669,"2015",NA,NA
"13492",122669,"2020",7,3
"13493",122669,"2016",NA,NA
"13494",122669,"2021",26,21
"13495",122669,"2023",177,98
"13496",122669,"2018",0,0
"13497",122669,"2021",NA,NA
"13498",122669,"2022",NA,NA
"13499",122669,"2023",NA,NA
"13500",122669,"2022",38,20
"13501",122669,"2018",10,5
"13502",122669,"2020",5,2
"13503",122669,"2024",NA,NA
"13504",122669,"2017",17,10
"13505",122669,"2024",17,13
"13506",122669,"2019",NA,NA
"13507",122687,"2014",NA,NA
"13508",122687,"2013",NA,NA
"13509",123315,"2017",5,3
"13510",123755,"2021",NA,NA
"13511",123755,"2020",30,15
"13512",123755,"2022",122,71
"13513",123755,"2024",161,92
"13514",123755,"2020",27,17
"13515",123755,"2018",28,17
"13516",123755,"2019",33,18
"13517",123755,"2015",0,0
"13518",123755,"2019",8,6
"13519",123755,"2024",60,42
"13520",123755,"2018",14,9
"13521",123755,"2023",NA,NA
"13522",123755,"2022",NA,NA
"13523",123755,"2015",8,4
"13524",123768,"2018",8,5
"13525",123768,"2013",12,5
"13526",123773,"2016",9,5
"13527",123795,"2023",NA,NA
"13528",123795,"2017",1,0
"13529",123795,"2022",14,11
"13530",123795,"2021",23,18
"13531",123795,"2021",25,12
"13532",123795,"2018",3,1
"13533",123795,"2020",12,7
"13534",123795,"2024",7,7
"13535",123795,"2022",NA,NA
"13536",123795,"2019",8,5
"13537",123795,"2017",13,8
"13538",123795,"2019",NA,NA
"13539",123795,"2016",13,9
"13540",123809,"2022",8,5
"13541",123809,"2023",8,4
"13542",123809,"2023",7,4
"13543",123809,"2024",21,15
"13544",123814,"2013",NA,NA
"13545",123828,"2023",41,29
"13546",123828,"2024",13,11
"13547",123828,"2024",47,33
"13548",123828,"2023",11,6
"13549",123828,"2016",3,1
"13550",123896,"2023",7,4
"13551",123896,"2023",8,6
"13552",123915,"2017",NA,NA
"13553",123915,"2014",NA,NA
"13554",123921,"2018",5,3
"13555",123921,"2016",9,4
"13556",123921,"2016",7,3
"13557",123921,"2018",36,15
"13558",123921,"2023",3,0
"13559",123921,"2017",10,8
"13560",123921,"2015",6,3
"13561",123961,"2021",8,2
"13562",123961,"2024",0,0
"13563",123961,"2022",NA,NA
"13564",123961,"2021",3,1
"13565",123961,"2024",6,1
"13566",123965,"2017",NA,NA
"13567",123965,"2015",NA,NA
"13568",123969,"2016",13,2
"13569",123969,"2023",NA,NA
"13570",123983,"2021",10,5
"13571",123983,"2013",NA,NA
"13572",123983,"2014",NA,NA
"13573",123983,"2022",NA,NA
"13574",123983,"2024",4,1
"13575",123983,"2015",NA,NA
"13576",123983,"2016",4,2
"13577",123983,"2019",6,3
"13578",123983,"2023",NA,NA
"13579",123997,"2014",NA,NA
"13580",124013,"2021",10,6
"13581",124013,"2023",19,12
"13582",124014,"2018",7,5
"13583",124014,"2021",40,22
"13584",124014,"2024",34,21
"13585",124014,"2021",15,9
"13586",124014,"2016",8,3
"13587",124014,"2023",NA,NA
"13588",124014,"2022",19,10
"13589",124014,"2017",150,93
"13590",124014,"2020",12,9
"13591",124014,"2019",13,7
"13592",124014,"2018",45,25
"13593",124014,"2016",31,21
"13594",124014,"2017",41,28
"13595",124014,"2020",6,5
"13596",124022,"2018",13,10
"13597",124023,"2017",15,9
"13598",124040,"2023",NA,NA
"13599",124063,"2016",NA,NA
"13600",124063,"2014",NA,NA
"13601",124063,"2013",NA,NA
"13602",124063,"2015",NA,NA
"13603",124079,"2024",120,70
"13604",124079,"2023",133,77
"13605",124079,"2021",101,66
"13606",124079,"2023",36,25
"13607",124079,"2022",204,108
"13608",124079,"2020",89,51
"13609",124079,"2022",136,88
"13610",124079,"2018",20,11
"13611",124079,"2024",205,115
"13612",124079,"2020",68,53
"13613",124079,"2019",19,6
"13614",124079,"2021",182,105
"13615",124116,"2017",29,19
"13616",124116,"2022",24,15
"13617",124116,"2020",13,8
"13618",124116,"2017",37,27
"13619",124116,"2024",217,124
"13620",124116,"2019",NA,NA
"13621",124116,"2018",0,0
"13622",124116,"2020",15,10
"13623",124116,"2022",12,8
"13624",124116,"2021",2,2
"13625",124116,"2019",3,2
"13626",124116,"2018",15,6
"13627",124116,"2023",NA,NA
"13628",124116,"2023",105,66
"13629",124116,"2021",26,20
"13630",124116,"2024",99,71
"13631",124126,"2018",NA,NA
"13632",124154,"2020",11,8
"13633",124154,"2023",NA,NA
"13634",124186,"2019",13,6
"13635",124186,"2021",4,0
"13636",124186,"2023",51,30
"13637",124186,"2024",174,97
"13638",124186,"2017",20,13
"13639",124186,"2023",136,81
"13640",124186,"2021",32,17
"13641",124186,"2024",85,51
"13642",124187,"2020",33,26
"13643",124187,"2021",53,41
"13644",124187,"2024",18,12
"13645",124187,"2020",44,26
"13646",124187,"2022",44,34
"13647",124187,"2017",50,31
"13648",124187,"2022",105,72
"13649",124187,"2017",5,4
"13650",124187,"2018",8,5
"13651",124187,"2016",15,12
"13652",124187,"2016",28,22
"13653",124187,"2019",103,59
"13654",124187,"2018",15,13
"13655",124187,"2019",82,63
"13656",124187,"2021",NA,NA
"13657",124187,"2024",66,45
"13658",125571,"2015",NA,NA
"13659",125571,"2013",NA,NA
"13660",125572,"2013",NA,NA
"13661",125573,"2013",NA,NA
"13662",125574,"2013",NA,NA
"13663",125781,"2013",NA,NA
"13664",125782,"2013",NA,NA
"13665",125783,"2013",NA,NA
"13666",125802,"2020",34,19
"13667",125802,"2018",NA,NA
"13668",125802,"2021",NA,NA
"13669",125802,"2019",NA,NA
"13670",125802,"2023",57,38
"13671",125802,"2017",17,7
"13672",125802,"2016",47,29
"13673",125802,"2020",11,7
"13674",125802,"2022",106,66
"13675",125802,"2018",32,24
"13676",125802,"2017",13,3
"13677",125802,"2023",193,114
"13678",125802,"2016",20,10
"13679",125802,"2022",201,123
"13680",125803,"2016",27,12
"13681",125842,"2019",NA,NA
"13682",125842,"2020",NA,NA
"13683",125842,"2023",NA,NA
"13684",126094,"2024",NA,NA
"13685",126094,"2024",207,158
"13686",126094,"2017",180,97
"13687",126094,"2017",149,102
"13688",126094,"2021",NA,NA
"13689",126094,"2022",232,163
"13690",126094,"2018",143,95
"13691",126094,"2022",139,73
"13692",126094,"2018",NA,NA
"13693",126094,"2014",4,3
"13694",126094,"2023",260,177
"13695",126094,"2014",NA,NA
"13696",126094,"2019",157,90
"13697",126094,"2016",34,17
"13698",126094,"2020",164,108
"13699",126094,"2019",166,113
"13700",126094,"2015",NA,NA
"13701",126094,"2023",195,109
"13702",126094,"2016",15,10
"13703",126094,"2020",76,45
"13704",126102,"2018",5,3
"13705",126106,"2022",28,19
"13706",126106,"2023",2,1
"13707",126106,"2022",30,16
"13708",126106,"2023",28,16
"13709",126107,"2022",NA,NA
"13710",126107,"2021",6,4
"13711",126116,"2013",NA,NA
"13712",126120,"2018",11,8
"13713",126120,"2021",24,18
"13714",126120,"2019",0,0
"13715",126120,"2021",0,0
"13716",126120,"2019",5,1
"13717",126120,"2023",7,4
"13718",126120,"2020",3,1
"13719",126120,"2016",9,6
"13720",126125,"2018",9,6
"13721",126125,"2019",29,15
"13722",126125,"2024",7,3
"13723",126125,"2020",9,4
"13724",126127,"2017",14,7
"13725",126127,"2024",29,23
"13726",126127,"2017",14,11
"13727",126127,"2020",13,9
"13728",126127,"2024",57,32
"13729",126127,"2022",NA,NA
"13730",126127,"2021",15,10
"13731",126127,"2023",71,49
"13732",126127,"2023",NA,NA
"13733",126127,"2022",69,54
"13734",126127,"2021",79,51
"13735",126127,"2018",6,1
"13736",126127,"2020",19,9
"13737",126128,"2023",154,87
"13738",126128,"2021",41,24
"13739",126128,"2024",109,81
"13740",126128,"2024",207,116
"13741",126128,"2023",80,58
"13742",126128,"2020",1,0
"13743",126128,"2021",20,14
"13744",126128,"2017",7,4
"13745",126128,"2020",8,4
"13746",126128,"2022",NA,NA
"13747",126128,"2022",47,35
"13748",126129,"2023",2,1
"13749",126129,"2024",25,20
"13750",126129,"2023",5,3
"13751",126129,"2024",55,38
"13752",126143,"2016",12,3
"13753",126149,"2017",9,4
"13754",126149,"2022",10,7
"13755",126149,"2020",74,48
"13756",126149,"2019",2,1
"13757",126149,"2020",38,27
"13758",126149,"2021",187,114
"13759",126149,"2019",6,4
"13760",126149,"2021",102,73
"13761",126149,"2022",25,12
"13762",126152,"2015",11,4
"13763",126156,"2019",61,29
"13764",126156,"2020",25,10
"13765",126156,"2019",41,28
"13766",126156,"2021",6,3
"13767",126156,"2018",8,5
"13768",126156,"2021",48,30
"13769",126174,"2018",6,2
"13770",126174,"2018",9,6
"13771",126177,"2023",10,6
"13772",126177,"2024",4,2
"13773",126185,"2021",3,1
"13774",126185,"2017",6,1
"13775",126190,"2021",13,8
"13776",126190,"2021",10,6
"13777",126190,"2020",9,6
"13778",126190,"2016",39,32
"13779",126190,"2022",NA,NA
"13780",126190,"2019",NA,NA
"13781",126190,"2018",9,6
"13782",126197,"2021",2,2
"13783",126197,"2017",5,2
"13784",126203,"2021",185,99
"13785",126203,"2020",93,53
"13786",126203,"2017",63,42
"13787",126203,"2015",11,8
"13788",126203,"2023",175,127
"13789",126203,"2018",194,118
"13790",126203,"2022",NA,NA
"13791",126203,"2020",74,51
"13792",126203,"2024",212,139
"13793",126203,"2024",169,126
"13794",126203,"2016",80,56
"13795",126203,"2021",173,124
"13796",126203,"2017",77,36
"13797",126203,"2019",NA,NA
"13798",126203,"2016",198,123
"13799",126203,"2023",NA,NA
"13800",126203,"2018",124,85
"13801",126203,"2015",4,3
"13802",126204,"2018",12,6
"13803",126204,"2018",6,5
"13804",126204,"2021",15,8
"13805",126204,"2021",NA,NA
"13806",126204,"2015",NA,NA
"13807",126204,"2017",14,8
"13808",126204,"2020",9,4
"13809",126204,"2022",NA,NA
"13810",126204,"2019",9,5
"13811",126204,"2020",3,2
"13812",126205,"2024",207,147
"13813",126205,"2017",35,18
"13814",126205,"2021",116,77
"13815",126205,"2018",6,4
"13816",126205,"2018",21,15
"13817",126205,"2019",33,19
"13818",126205,"2020",115,62
"13819",126205,"2020",87,57
"13820",126205,"2023",229,127
"13821",126205,"2017",37,27
"13822",126205,"2021",NA,NA
"13823",126205,"2016",4,3
"13824",126205,"2016",33,16
"13825",126205,"2022",NA,NA
"13826",126205,"2023",NA,NA
"13827",126205,"2024",210,129
"13828",126205,"2019",4,3
"13829",126205,"2015",13,5
"13830",126206,"2023",9,5
"13831",126207,"2020",60,43
"13832",126207,"2022",NA,NA
"13833",126207,"2021",NA,NA
"13834",126207,"2016",44,23
"13835",126207,"2017",31,17
"13836",126207,"2016",7,4
"13837",126207,"2023",150,83
"13838",126207,"2020",111,63
"13839",126207,"2019",115,77
"13840",126207,"2017",NA,NA
"13841",126207,"2018",166,125
"13842",126207,"2015",9,7
"13843",126207,"2023",155,116
"13844",126207,"2018",NA,NA
"13845",126207,"2019",208,108
"13846",126207,"2014",12,9
"13847",126207,"2015",43,24
"13848",126207,"2024",164,117
"13849",126207,"2024",197,116
"13850",126208,"2017",9,4
"13851",126209,"2022",NA,NA
"13852",126209,"2014",NA,NA
"13853",126209,"2013",NA,NA
"13854",126214,"2021",18,13
"13855",126214,"2021",24,11
"13856",126214,"2020",23,12
"13857",126214,"2023",13,11
"13858",126214,"2023",40,20
"13859",126214,"2020",15,11
"13860",126214,"2024",NA,NA
"13861",126214,"2022",NA,NA
"13862",126214,"2024",219,138
"13863",126223,"2014",NA,NA
"13864",126237,"2022",18,10
"13865",126237,"2019",6,4
"13866",126237,"2019",1,1
"13867",126239,"2022",NA,NA
"13868",126239,"2022",110,85
"13869",126239,"2021",147,91
"13870",126239,"2020",14,10
"13871",126239,"2024",NA,NA
"13872",126239,"2021",70,50
"13873",126239,"2024",96,68
"13874",126239,"2023",40,29
"13875",126239,"2023",151,91
"13876",126283,"2023",5,2
"13877",126283,"2022",6,3
"13878",126328,"2019",NA,NA
"13879",126340,"2017",NA,NA
"13880",126340,"2021",2,2
"13881",126340,"2016",9,2
"13882",126340,"2020",3,0
"13883",126340,"2024",1,1
"13884",126340,"2019",NA,NA
"13885",126340,"2020",27,14
"13886",126340,"2022",NA,NA
"13887",126340,"2017",13,7
"13888",126340,"2022",42,23
"13889",126340,"2023",NA,NA
"13890",126340,"2018",5,0
"13891",126340,"2016",16,13
"13892",126340,"2021",7,4
"13893",126340,"2014",NA,NA
"13894",126409,"2021",7,5
"13895",126409,"2022",58,32
"13896",126409,"2024",16,8
"13897",126409,"2022",9,5
"13898",126409,"2021",NA,NA
"13899",126409,"2023",29,12
"13900",126409,"2023",17,12
"13901",126409,"2024",66,39
"13902",126473,"2015",NA,NA
"13903",126502,"2018",NA,NA
"13904",126504,"2020",8,4
"13905",126504,"2020",5,1
"13906",126504,"2024",6,2
"13907",126523,"2024",8,4
"13908",126523,"2024",82,42
"13909",126523,"2019",25,12
"13910",126523,"2018",13,8
"13911",126523,"2023",121,73
"13912",126523,"2018",2,1
"13913",126523,"2022",67,46
"13914",126523,"2021",34,21
"13915",126523,"2022",154,76
"13916",126523,"2023",242,125
"13917",126523,"2021",125,73
"13918",126526,"2018",NA,NA
"13919",126526,"2018",19,13
"13920",126526,"2017",37,25
"13921",126526,"2017",3,1
"13922",126530,"2018",6,3
"13923",126530,"2018",12,6
"13924",126533,"2023",17,13
"13925",126535,"2020",15,10
"13926",126535,"2024",17,10
"13927",126535,"2021",31,18
"13928",126535,"2018",19,10
"13929",126535,"2020",10,7
"13930",126535,"2022",17,14
"13931",126535,"2021",72,37
"13932",126535,"2022",119,67
"13933",126535,"2023",2,0
"13934",126535,"2018",11,10
"13935",126555,"2020",10,8
"13936",126555,"2020",6,4
"13937",126555,"2022",7,4
"13938",126555,"2023",20,12
"13939",126555,"2024",NA,NA
"13940",126555,"2022",NA,NA
"13941",126555,"2024",6,2
"13942",126555,"2021",11,8
"13943",126555,"2023",1,1
"13944",126555,"2019",NA,NA
"13945",126573,"2021",6,4
"13946",126591,"2022",8,4
"13947",126609,"2019",NA,NA
"13948",126609,"2021",6,4
"13949",126609,"2017",0,0
"13950",126609,"2020",3,3
"13951",126610,"2019",171,107
"13952",126610,"2019",180,139
"13953",126610,"2024",100,76
"13954",126610,"2018",71,50
"13955",126610,"2021",NA,NA
"13956",126610,"2020",30,24
"13957",126610,"2024",88,60
"13958",126610,"2020",35,20
"13959",126610,"2022",NA,NA
"13960",126610,"2023",NA,NA
"13961",126610,"2022",94,60
"13962",126610,"2017",10,6
"13963",126610,"2018",144,79
"13964",126610,"2023",29,23
"13965",126612,"2020",30,13
"13966",126613,"2018",5,4
"13967",126623,"2021",11,7
"13968",126623,"2021",11,8
"13969",126627,"2022",10,6
"13970",126627,"2016",11,7
"13971",126627,"2021",15,10
"13972",126627,"2022",10,5
"13973",126646,"2022",38,28
"13974",126646,"2023",11,8
"13975",126646,"2022",49,27
"13976",126646,"2023",NA,NA
"13977",126646,"2016",11,8
"13978",126646,"2015",NA,NA
"13979",126646,"2024",5,1
"13980",126652,"2019",11,7
"13981",126652,"2021",21,14
"13982",126652,"2018",2,2
"13983",126652,"2018",22,13
"13984",126652,"2019",31,19
"13985",126652,"2022",26,16
"13986",126663,"2022",5,4
"13987",126663,"2022",5,2
"13988",126663,"2020",11,5
"13989",126681,"2015",NA,NA
"13990",126689,"2016",22,16
"13991",126689,"2017",21,7
"13992",126762,"2023",NA,NA
"13993",126762,"2022",12,6
"13994",126762,"2024",12,7
"13995",126774,"2018",197,116
"13996",126774,"2021",NA,NA
"13997",126774,"2020",NA,NA
"13998",126774,"2019",196,118
"13999",126774,"2024",200,149
"14000",126774,"2017",20,15
"14001",126774,"2024",158,96
"14002",126774,"2019",NA,NA
"14003",126774,"2020",103,59
"14004",126774,"2023",NA,NA
"14005",126774,"2022",NA,NA
"14006",126774,"2018",178,123
"14007",126774,"2017",73,39
"14008",126845,"2020",9,4
"14009",126845,"2018",7,2
"14010",126845,"2022",18,11
"14011",126845,"2023",195,123
"14012",126845,"2022",NA,NA
"14013",126845,"2024",64,42
"14014",126845,"2023",41,32
"14015",126845,"2024",157,88
"14016",126845,"2021",NA,NA
"14017",126846,"2020",14,8
"14018",126846,"2018",7,5
"14019",126846,"2023",146,87
"14020",126846,"2023",30,16
"14021",126846,"2022",24,15
"14022",126846,"2021",25,14
"14023",126846,"2021",8,4
"14024",126846,"2022",41,28
"14025",126846,"2024",114,82
"14026",126846,"2024",200,113
"14027",126939,"2024",8,7
"14028",126939,"2023",NA,NA
"14029",126939,"2021",8,3
"14030",126939,"2024",9,4
"14031",126939,"2019",NA,NA
"14032",126939,"2018",5,4
"14033",126952,"2020",68,38
"14034",126952,"2019",73,45
"14035",126952,"2018",10,2
"14036",126952,"2024",78,47
"14037",126952,"2024",NA,NA
"14038",126952,"2022",NA,NA
"14039",126952,"2021",93,58
"14040",126952,"2021",NA,NA
"14041",126952,"2019",NA,NA
"14042",126952,"2023",NA,NA
"14043",126952,"2017",10,6
"14044",126952,"2020",44,30
"14045",126964,"2020",9,3
"14046",126964,"2023",21,14
"14047",126964,"2021",8,4
"14048",126964,"2024",NA,NA
"14049",126964,"2022",7,5
"14050",127123,"2023",9,5
"14051",127143,"2018",16,5
"14052",127143,"2018",0,0
"14053",127143,"2017",21,14
"14054",127143,"2020",6,1
"14055",127157,"2020",34,20
"14056",127157,"2024",77,56
"14057",127157,"2020",25,20
"14058",127157,"2017",24,15
"14059",127157,"2021",88,62
"14060",127157,"2022",31,21
"14061",127157,"2022",196,116
"14062",127157,"2023",NA,NA
"14063",127157,"2021",49,35
"14064",127157,"2024",176,93
"14065",127157,"2019",5,0
"14066",127157,"2017",10,6
"14067",127195,"2024",6,2
"14068",127300,"2016",14,6
"14069",127300,"2018",17,8
"14070",127300,"2019",NA,NA
